Id,Label,cultural,historical,factual,general,fandom,image,text,blip_pred,llama_pred,llava_pred,mini_pred
852448260480303104,1,0,0,0,1,0,852448260480303104.jpg, <learn how to change the mood instantly ... ;) <user>>.,1,1,1,1
721808346681098240,1,1,0,0,0,0,721808346681098240.jpg, <berniesanders rally . the face u make when they tell all black people vote for # hillary . withher>.,0,1,1,1
718122421614579712,1,0,0,1,0,0,718122421614579712.jpg," <well im glad i switched to <user> from <user> with these "" great "" internet speeds .>.",0,1,1,1
705976502207139840,1,1,0,0,0,0,705976502207139840.jpg, <<user> millions of americans thank you .>.,1,1,0,1
829167506149486592,1,1,0,0,0,0,829167506149486592.jpg, <can 't wait to be reading out of a bible and in a school uniform soon>.,1,1,0,1
856724671844069376,1,0,0,0,1,0,856724671844069376.jpg, <thanks <user> a +>.,0,1,0,1
901818104778547200,1,0,0,1,0,0,901818104778547200.jpg, <when it 's # bankholidayweekend & you have to work an extra shift .>.,1,1,1,1
909607891191177216,1,0,0,0,1,0,909607891191177216.jpg, <<user> where 's bruno ? not sure ... can 't see from these great seats .>.,1,1,1,1
721865685903745024,1,1,0,0,0,0,721865685903745024.jpg," <hey <user> i guess they just don 't realize how "" pro gun "" you are !>.",1,1,0,1
835913330174922752,1,0,1,0,0,0,835913330174922752.jpg, <hilarious>.,1,0,0,1
851756040895049728,1,0,0,1,0,0,851756040895049728.jpg, <its only me and this guy are so damn brave>.,1,1,0,1
925799237970829312,1,0,0,0,1,0,925799237970829312.jpg, <bigto this lady at ralphs for letting me and my one item go ahead of her in line this morning .>.,1,1,0,1
734336411202129920,1,0,0,0,1,0,734336411202129920.jpg, <sure-getting face scanned and fingerprinted by usg contractors during an epidemic is no problem !>.,1,1,1,0
730776269030363136,1,1,0,0,0,0,730776269030363136.jpg," <# marchisio , my favourite player , my love , my hero>.",1,1,1,1
887004859345494016,1,1,0,0,0,0,887004859345494016.jpg, <this is what happens when u make # antinational # naxal pak agent a cm instead of>.,1,1,1,1
824331439160393728,1,0,0,1,0,0,824331439160393728.jpg, <<user> <user> <user> <user> yea totally ruining it>.,1,1,0,1
716619566533779456,1,0,0,0,1,0,716619566533779456.jpg, <excited that it 's finally spring in boston>.,1,1,0,1
715107215514935296,1,0,0,0,1,0,715107215514935296.jpg, <<user> does it again . well done for handling stray lions in the best way possible . <user>>.,0,1,0,1
914023222240215040,1,0,0,0,1,0,914023222240215040.jpg, <when asked if i could leave coffee for a single day .....>.,0,1,1,1
806951240773025792,1,0,0,0,1,0,806951240773025792.jpg, <so helpful at building the puzzle .>.,1,1,0,1
893446807333871616,1,0,0,0,1,0,893446807333871616.jpg, <life is revolving around this number>.,0 1,1,1,0
879803951763402752,1,0,0,0,1,0,879803951763402752.jpg, <kites in chemtrails ! wooooooooooooooooooooooooooo>.,0,1,0,1
734060742945558528,1,0,0,0,1,0,734060742945558528.jpg, <great opener .>.,1,1,0,1
836369710056882176,1,1,0,0,0,0,836369710056882176.jpg, <poor unkarplutt . he has been at my cvs on this peg for at least <num> months with no takers .>.,1,1,0,1
908226301990985728,1,0,0,1,0,0,908226301990985728.jpg," <<user> "" improved fibre "" and new router now getting 7.25 mbps download and 5mbps upload . good job !>.",1,1,0,1
829124994957324288,1,1,0,0,0,0,829124994957324288.jpg," <way to let her down gently , yukio !>.",100%,1,0,1
890600875185537024,1,0,0,0,1,0,890600875185537024.jpg, <at twenty dollars a quart ( not gallon ) behr paint is awesome .>.,1,1,0,1
866890948613201920,1,0,0,0,1,0,866890948613201920.jpg, <this man score 75 + goals in soccer match>.,1,1,0,1
838784658221432832,1,0,0,0,1,0,838784658221432832.jpg, <is this even a career ? ? ?>.,1,1,1,1
815609512426143744,1,0,0,1,0,0,815609512426143744.jpg, <it is all this technology that makes us anti-social and unfriendly ...>.,0,1,0,1
930715767275913216,1,0,0,0,0,1,930715767275913216.jpg, <maybe this guy can # help me get the hang of . he is a doctor after all .>.,1,1,1,1
685631120298213376,1,0,0,0,1,0,685631120298213376.jpg," <hung a tv above my bed . because i spend so much time watching tv . or in bed , for that matter .>.",1,1,1,1
690428189592666112,1,1,0,0,0,0,690428189592666112.jpg, <# vietnam telcos block msgs which contain names of party leaders . how can citizens show their support ?>.,0,1,0,1
689845434211143680,1,1,0,0,0,1,689845434211143680.jpg, <omg miley being bi ? ! ? ! my whole life has been changed>.,1,1,0,1
829952109747458048,1,1,0,0,0,0,829952109747458048.jpg, <she 's so magnanimous . i feel like visiting an ansel adams photo exhibit .>.,0,1,1,1
684048166224838656,1,1,0,0,0,0,684048166224838656.jpg, <lot of enthusiasm on display from young voters at the clinton rally in new hampshire>.,1,1,0,1
841417899080208384,1,0,0,0,1,0,841417899080208384.jpg, <for the single woman !>.,1,Label 0 if it is non-sarcasm and Label 1 if it is sarcasm.,1,1
892015870125408256,1,0,0,1,0,0,892015870125408256.jpg," <the earth is definitely flat because this picture of the "" moon "" is clearly a honeydew melon ....>.",1,1,0,1
724600301227905024,1,0,0,0,1,0,724600301227905024.jpg, <04252016 # moon view from the first class suburb city of bulacan>.,1,1,0,0
855350499108900864,1,0,0,0,1,0,855350499108900864.jpg, <great window seat <user> . my little boy will really love looking out this window !>.,1,1,0,0
828986122982166528,1,1,0,0,0,1,828986122982166528.jpg, <clashroyalese with this deck ... im not only strong but became boring>.,1,1,0,1
904594132106141696,1,1,0,0,0,0,904594132106141696.jpg, <: internet speed of some isps !>.,1,1,1,1
904360234193305600,1,0,0,0,1,0,904360234193305600.jpg, <uh oh stop being a feminist start repopulating ladies !>.,0,1,1,0
689969145895591936,1,0,1,0,0,0,689969145895591936.jpg, <have you ever seen kimdavis and dickcheney in the same room ?>.,1,1,0,1
918176928825270272,1,0,0,0,1,0,918176928825270272.jpg, <they will transfer some money to my account if the see my balance>.,0 if it is non sarcasm 1 if it is sarcasm,1,1,1
908825790770319360,1,0,0,1,0,0,908825790770319360.jpg, <totally safe ... safe>.,1,1,0,1
816099104686161920,1,0,0,0,1,0,816099104686161920.jpg, <thank you ! ! <user> .. you make my day today ! thank you so muchh ! ..>.,0,1,1,0
890875092808290304,1,1,0,0,0,0,890875092808290304.jpg," <sometimes , rarely , but yes ; they are more logical than shin chan>.",10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,1,1
853446257150484480,1,0,0,1,0,0,853446257150484480.jpg, <<user> <user> once again soooo glad i pay for super fast internet with # spectrum # fail # whatamipayingfor happy>.,1,1,1,1
694582891850915840,1,0,0,0,0,1,694582891850915840.jpg," <because when i think "" family tv show "" , aos always tops the list .>.",0,1,1,1
896066996063748096,1,1,0,0,0,0,896066996063748096.jpg," <punekars at their best … ( this table is broken , don 't lean over it or you 'll fall on your face )>.",1,1,1,1
870365148480929792,1,1,0,0,0,0,870365148480929792.jpg, <whoever 's in charge of the guardian notifications is clearly as pissed off with # donaldtrump as the rest of us>.,1,1,1,1
920481085443653632,1,0,0,0,1,0,920481085443653632.jpg, <26 hilarious sayings and quotes to share <user>>.,1,0,0,1
685314759353348096,1,0,0,1,0,0,685314759353348096.jpg," <yeah , i mean there 's only 400,000 studies providing evidence of evolution : pure confirmation bias !>.",1,1,1,1
843204832701890560,1,1,1,0,0,0,843204832701890560.jpg, <look at all the refugees women & children trying to escape ! just kidding>.,1,1,0,1
906351998789808128,1,0,0,0,1,0,906351998789808128.jpg, <22 of the funniest quotes you 'll read <user>>.,1,1,0,1
900494145533423616,1,0,0,0,1,0,900494145533423616.jpg, <being stranded in austin with a flat and a spare that doesn 't fit feels pretty good .>.,1,1,0,1
844691430039805952,1,1,0,0,0,0,844691430039805952.jpg," <hello , 2009 ! back before health care was affordable and when powerpoint was cutting edge .>.",1,1,1,1
829171939222618112,1,0,0,0,1,0,829171939222618112.jpg," <look at the size of this corn & spinach burger , it 's so huge and stuffy <user> i hope they understand <user>>.",1,0,0,1
718495840134803456,1,0,0,0,1,0,718495840134803456.jpg, <chilling in seattle .. you know ! ! decided to skip work cause i don 't need money ...>.,1,1,0,1
703067629108359168,1,1,0,0,0,0,703067629108359168.jpg," <hey , i 'm so for trump2016 .>.",1,1,0,0
719685863903522816,1,0,0,0,1,0,719685863903522816.jpg, <this is definitely me anyone else feels the same .. ? ;) …>.,1,1,0,1
688338958577717248,1,0,0,0,1,0,688338958577717248.jpg, <love my flatmates>.,0,1,0,1
875401545441058816,1,0,0,0,1,0,875401545441058816.jpg," <i call them ... "" destroyers "">.",0,1,0,1
708322572069306368,1,0,0,0,1,0,708322572069306368.jpg, <thank you <user> for this massive jam . you made our lives easier .>.,0,1,1,1
727782019925565440,1,0,0,0,1,0,727782019925565440.jpg," <asking the right questions . disclaimer : not my photo , found this on the net somewhere . :) )>.",1,1,1,1
819329012195528704,0,0,0,0,0,1,819329012195528704.jpg," <some of the last photos of jimi hendrix , taken the day before he died by his girlfriend monika danneman , 1970 .>.",1,1,0,1
819690629462687744,0,1,0,0,0,1,819690629462687744.jpg, <photos : audrey hepburn between takes on the set of breakfast at tiffany 's ( 1961 ) ->.,1,1,0,0
823313132701396992,0,0,0,0,1,0,823313132701396992.jpg, <thank you all <user> volunteer disaster responders who are managing & staffing # larain evacuation centers in # santaclarita and>.,0 if it is non sarcasm and 1 if it is sarcasm,0,0,0
820049949966667776,0,0,0,0,1,0,820049949966667776.jpg," <meryl streep photographed by brigitte lacombe , 2015>.",1,1,0,1
822952314440777728,0,0,0,0,1,0,822952314440777728.jpg, <# womensmarch # sf with <user>>.,1,1,0,1
818243862556721152,0,0,0,1,0,0,818243862556721152.jpg, <lessons the signs need to learn>.,1,1,0,1
874683051607035904,1,1,0,0,0,0,874683051607035904.jpg, <soldiers of redarmy ( lal salaam ) beating shehla rashid for shouting anti naxal slogans . jnu ( 2016 ) . <user>>.,1,1,0,1
873794494935728128,1,0,1,0,0,0,873794494935728128.jpg," <gandhi scolding jinnah for calling him "" chatur hindu "" in press conferance . delhi ( 1947 ) . <user>>.",1,1,0,1
823318472469991424,1,0,1,0,0,0,823318472469991424.jpg," <"" columbus discovered america . "">.",sarcasm,1,0,1
818604213005643776,0,0,1,0,0,0,818604213005643776.jpg, <remembering two orlando officers who died trying to apprehend a fugitive wanted for murder . <user> <user> <user>>.,0,1,0,1
823309963896492032,0,0,1,0,0,0,823309963896492032.jpg," <veljo tormis - father of 20th c . estonian choral music , here teaching me about political freedom and song . rip>.",1,1,0,1
819332224206180352,0,0,1,0,0,0,819332224206180352.jpg," <u . s . marines engaged in heavy fighting in hue city as they treat their wounded , feb 2,1968 !>.",1,1,0,0
822955965389664256,1,0,1,0,0,0,822955965389664256.jpg, <i 'll just leave this here .>.,1,1,0,1
820056271374020608,0,0,1,0,0,0,820056271374020608.jpg, <the u . s . will lift trade sanctions against sudan in exchange for humanitarian efforts .>.,1,1,0,0
881777859383226368,1,0,1,0,0,0,881777859383226368.jpg, <: a king has mounted a mosquito coil in his mouth while roaming around the kingdom to prevent the mosquitoes .>.,1,1,1,1
822951483368992768,1,1,0,0,0,0,822951483368992768.jpg, <hillarys inauguration crowd .....>.,1,1,0,0
822227555147137024,0,0,1,0,0,0,822227555147137024.jpg, <don 't feel bad <user> nothing new . you are in good company .>.,1,1,1,1
818239154626695168,0,0,1,0,0,0,818239154626695168.jpg," <blackfoot warrior , ca . 1840-1843 . ⊕ painting by karl bodmer .>.",1,1,0,0
820415025781362688,0,0,1,0,0,0,820415025781362688.jpg," <"" i believe the best social program is a job . "" - ronald reagan>.",0,1,0,1
822585129625329664,0,0,1,0,0,0,822585129625329664.jpg, <black legends>.,1,1,0,1
822946997120315392,0,0,1,0,0,0,822946997120315392.jpg," <center on love . demand change . don 't settle . "" power concedes nothing without a demand . it never did and it never will . "" - - frederick douglass>.",1,1,0,1
822949174425567232,0,1,1,0,0,0,822949174425567232.jpg, <wow ... communist party usa leader and accomplice to four murders angela davis now speaking at # womensmarch .>.,1,1,0,1
820417170282844160,0,1,1,0,0,0,820417170282844160.jpg," <john lewis is a terrible example , calling hillary good when she did wrong ; now saying pres elect trump is not legit , tho americans said yes !>.",1,1,0,1
822226242397241344,0,0,0,0,1,0,822226242397241344.jpg, <enjoying the savanna with baby elephant>.,1,1,0,0
822222581189132288,0,0,0,0,1,0,822222581189132288.jpg, <2017 . be brave .>.,0,0,1,1
819327520503906304,1,0,0,0,1,0,819327520503906304.jpg," <"" you curse too much "" me :>.",label 1,1,1,1
822952019438735360,0,0,0,1,0,0,822952019438735360.jpg, <foggy .>.,1,1,0,1
819331605474856960,0,0,0,0,0,1,819331605474856960.jpg, <peter dinklage / pip makes all the sense ! !>.,1,1,1,1
823309596357955584,0,1,0,0,0,0,823309596357955584.jpg, <why they do my mans like that .>.,1,1,0,1
822952702573428736,0,1,0,0,0,0,822952702573428736.jpg, <pictures from the # womensmarch in barcelona>.,1,1,0,1
822230215178985472,0,1,0,0,0,0,822230215178985472.jpg, <obama kept the dignity of scandal free administration . dt : russia involved sexually assaulted women racism>.,1,1,0,1
819329669598154752,0,0,0,0,0,1,819329669598154752.jpg, <gomez x the weeknd imagine if they breakup ? straight hits>.,1,1,0,1
820057541489074176,0,0,0,0,0,1,820057541489074176.jpg, <yes ! lol>.,0 if it is non sarcasm 1 if it is sarcasm,"The text associated with the image is sarcastic, so label 1 is the appropriate response.",1,1
819688391067500544,0,0,0,0,0,0,819688391067500544.jpg, <this is the managing editor of the federalist and a fellow at the heartland institute :>.,1,1,1,1
818240198765113344,0,0,0,0,0,1,818240198765113344.jpg, <the boys on the red carpet !>.,0,1,0,1
822954747669815296,1,0,0,0,0,0,822954747669815296.jpg, <no one can spin their way out of photo evidence : the media was right and the president wrong about crowds in dc yesterday .>.,1,1,1,1
823310444534185984,0,0,0,0,1,0,823310444534185984.jpg," <we 've been given claws and not without reason , so we shall wipe the earth clear of human dust .>.",1,1,0,1
822588804494200832,1,1,0,0,0,0,822588804494200832.jpg, <day 1 : trump sacrifices the little people in favor of wall street .>.,1,1,0,1
822591868366102528,0,1,0,0,1,0,822591868366102528.jpg, <shocking people by saying they 're a fashion icon>.,1,1,1,0
819326087608074240,0,0,0,1,0,0,819326087608074240.jpg, <i apologize unreservedly for my irresponsible statement that itunes was designed by the arch-demon demogorgon . actually it was jubilex .>.,1,1,1,1
820414784386514944,0,0,0,0,1,0,820414784386514944.jpg, <rt if shawn mendes has already made your 2017 better>.,0,1,0,0
823311658672066560,1,1,0,0,0,0,823311658672066560.jpg, <what madonna is doing at 2:31 am .>.,sarcastic,1,1,1
819329025495547904,1,0,0,0,1,0,819329025495547904.jpg, <this guy came up to me telling me he 's trying out for america 's got talent and that he sings better than my favorite ice cream>.,1,1,1,1
822591789156679680,0,0,0,1,1,0,822591789156679680.jpg," <i saw this guy ! my kind of protest <user> : okay , i 'm done>.",1,1,0,1
817518860542873600,0,0,0,0,1,0,817518860542873600.jpg," <"" my heart beats with the energy from my fans and my heart beats for the stage . "" - lady gaga>.",1,1,0,1
823315314016448512,0,0,0,0,1,0,823315314016448512.jpg," <beautiful people are not always good , but good people are always beautiful .>.",0,0,1,1
823316289548521472,1,0,0,0,1,0,823316289548521472.jpg, <you vs the guy she tells you not to worry about>.,1,1,0,1
820056375065772032,0,0,0,1,0,0,820056375065772032.jpg, <loveflowers dahlia facts : the dahlia is named after swedish 18th - century botanist anders dahl . floret flowers>.,1,0,0,1
821504338254319616,0,0,0,0,1,0,821504338254319616.jpg," <that 's what love is , isn 't it ? when being apart for a while feels you 've been apart for too long .>.",1,1,0,1
819332967717896192,0,1,0,0,0,0,819332967717896192.jpg," <balakrishna's entry in gautamiputrasatakarni gives goosebumps . extraordinary , exceptional .. dialogues , visuals compete with each>.",1,1,0,0
818604856344645632,0,1,1,0,0,0,818604856344645632.jpg," <my heart breaks for the family , friends & colleagues of sgt debra clayton of <user> who was killed today .>.",1,1,0,1
823316365289332736,0,0,0,0,1,0,823316365289332736.jpg, <there is no greater sukoon / shanti / peace than when ur baby sleeps in ur arms .>.,0,1,0,1
820052260810006528,0,1,0,0,0,0,820052260810006528.jpg, <birmingham morris dancers attacked by yobs for blacking up their face for 500 yr old traditional dance . wonder if they 'd attack these guys>.,1,1,0,1
822953162344644608,0,0,0,0,1,0,822953162344644608.jpg, <anti social social club x <user> . 1/27>.,1,1,0,1
821868539011276800,0,0,0,0,1,0,821868539011276800.jpg," <absolutely one of the more beautiful lakes we have ever seen - lake bohinj , slovenia .>.",1,1,0,0
819323307396890624,0,0,0,0,1,0,819323307396890624.jpg, <where can i get a similar dress help me>.,1,1,0,1
819322816961114112,0,0,0,0,1,0,819322816961114112.jpg, <im forever in love with this look>.,1,1,0,1
820414206193217536,0,0,0,1,0,0,820414206193217536.jpg, <we 've had rain most of the day here at grandcanyon . snow is expected to fall tonight . be prepared for winter driving conditions .>.,1,1,0,1
823311748987916288,0,0,0,0,1,0,823311748987916288.jpg, <i love the expression on this girl 's face . priceless !>.,1,1,0,1
817518572427771904,0,0,0,0,1,0,817518572427771904.jpg, <parentchallenge post three pics . 1 . when you were pregnant . 2 . first day your child was born 3 . what your child looks like now>.,1,1,0,1
819330850219233280,0,0,0,0,1,0,819330850219233280.jpg, <had a great time speaking with <user> students from oxon hill hs today at marcus at <user> .>.,1,1,0,0
822950717384228864,0,0,0,0,0,1,822950717384228864.jpg, <[ photo ] <user> with the cast and director of # beforeifall at the premiere on the 2017 sundance film festival - via <user>>.,0,1,0,1
822589941616181248,1,1,0,0,1,0,822589941616181248.jpg, <my favorite part of today is george w . bush trying to put on a poncho .>.,1,1,1,1
822224074143371264,0,0,0,0,0,1,822224074143371264.jpg, <photo | normani and the girls backstage at the>.,1,1,0,1
823316831096213504,0,0,1,0,1,0,823316831096213504.jpg, <there is no color in brotherhood .>.,1,1,0,1
819323497155436544,1,0,0,0,1,0,819323497155436544.jpg, <we all know this girl>.,1,1,0,1
820051730524176384,0,1,0,0,0,0,820051730524176384.jpg, <i 'm proud to say i 'm officially commited to jackson state community college>.,0,0,0,1
819686883722743808,0,1,0,0,0,0,819686883722743808.jpg, <supporting raees means indirectly supporting pakistan & insulting our martyrs . & instead donate that money to a charity>.,1,1,1,1
822227149520334848,0,0,0,0,1,0,822227149520334848.jpg, <excellent parenting>.,1,0,0,1
820414543893434368,1,1,0,0,0,1,820414543893434368.jpg," <this is wht paid pr is stop targertng # banifam , plz its my humble request we have luved bani with al our heart , & expect nothn inreturn>.",0,1,0,0
820419271012581376,0,0,0,0,0,1,820419271012581376.jpg," <"" into you "" has been now certified gold in france selling over 75,000 copies .>.",0,1,0,1
819330170658103296,0,0,0,0,0,1,819330170658103296.jpg, <wow the new mlp movie looks great>.,0,1,0,1
820416027368505344,0,1,0,0,0,0,820416027368505344.jpg, <his vile spawn admitted it .>.,1,1,1,1
818244035072708608,0,0,0,0,1,0,818244035072708608.jpg, <i got a new ra and she trynna schedule a hall meeting the same time as bachelor .... she woulda thot>.,0,0,1,1
823312831378554880,1,1,0,0,0,0,823312831378554880.jpg," <if you look closely at this image , its pretty obvious # spicer did have # alternativefacts but wasn 't too forthcoming about the whole story ...>.",1,1,1,1
822589651571580928,1,1,0,0,1,0,822589651571580928.jpg, <as wack as today is at least we have george bush tryna put a rain poncho on lmaooo>.,1,1,0,1
822591526643597312,0,0,0,0,0,1,822591526643597312.jpg, <1 week till the nationwide release of # lostinflorence . here 's another poster version ( agw ) for you to enjoy !>.,1,1,0,1
821867983173812224,0,1,0,0,0,0,821867983173812224.jpg," <tim raines . what a stud . but wow , baseball hall of fame , you don 't half make your inductees suffer>.",0 if it is non sarcasm,1,1,1
